# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/cordon_jc/prosite_alignments_for_logos/hmmer_hhm/PS00108.msa.hmm
# target sequence database:        /home/cordon_jc/kinases_IPR000719 (2).fasta
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PS00108  [M=13]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                                          Description
>> Q9BQI3|reviewed|Eukaryotic  translation initiation factor 2-alpha kinase 1|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.2   0.8   0.00012   0.00017       1      13 []     438     450 ..     438     450 .. 0.96

  Alignments for each domain:
  == domain 1  score: 19.2 bits;  conditional E-value: 0.00012
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 i+HRDlKP Ni+l
  Q9BQI3|reviewed|Eukaryotic 438 IVHRDLKPRNIFL 450
                                 9**********98 PP

>> P0C5E2|reviewed|LEAF  RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.2|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.0   1.4   0.00014   0.00019       1      13 []     461     473 ..     461     473 .. 0.97

  Alignments for each domain:
  == domain 1  score: 19.0 bits;  conditional E-value: 0.00014
               PS00108   1 iiHRDlKPeNiLl 13 
                           iiHRD+K+ NiLl
  P0C5E2|reviewed|LEAF 461 IIHRDVKSNNILL 473
                           9***********8 PP

>> O08815|reviewed|STE20-like  serine/threonine-protein kinase|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.6   0.1   0.00018   0.00024       1      13 []     151     163 ..     151     163 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.6 bits;  conditional E-value: 0.00018
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 iiHRDlK  NiL+
  O08815|reviewed|STE20-like 151 IIHRDLKAGNILF 163
                                 9**********96 PP

>> E9PT87|reviewed|Myosin  light chain kinase 3|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.9   0.8   0.00014   0.00019       1      13 []     599     611 ..     599     611 .. 0.94

  Alignments for each domain:
  == domain 1  score: 18.9 bits;  conditional E-value: 0.00014
                 PS00108   1 iiHRDlKPeNiLl 13 
                             i+H DlKPeNiL+
  E9PT87|reviewed|Myosin 599 ILHLDLKPENILC 611
                             89*********95 PP

>> Q9M0G7|reviewed|MDIS1-interacting  receptor like kinase 1|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   1.4   0.00017   0.00022       1      13 []     827     839 ..     827     839 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00017
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        +iHRD+K+ NiLl
  Q9M0G7|reviewed|MDIS1-interacting 827 VIHRDIKSNNILL 839
                                        8***********8 PP

>> D2H526|reviewed|Cyclin-dependent  kinase 12|taxID:9646
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   0.4   0.00015   0.00021       1      13 []     856     868 ..     856     868 .. 0.94

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00015
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       ++HRD+K++NiLl
  D2H526|reviewed|Cyclin-dependent 856 FLHRDIKCSNILL 868
                                       68**********8 PP

>> P58750|reviewed|Serine/threonine-protein  kinase pim-3|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.0   0.5   0.00014   0.00019       1      13 []     166     178 ..     166     178 .. 0.94

  Alignments for each domain:
  == domain 1  score: 19.0 bits;  conditional E-value: 0.00014
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ++HRD+K eN+L+
  P58750|reviewed|Serine/threonine-protein 166 VVHRDIKDENLLV 178
                                               79*********97 PP

>> O70444|reviewed|Serine/threonine-protein  kinase pim-3|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.0   0.5   0.00014   0.00019       1      13 []     166     178 ..     166     178 .. 0.94

  Alignments for each domain:
  == domain 1  score: 19.0 bits;  conditional E-value: 0.00014
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               ++HRD+K eN+L+
  O70444|reviewed|Serine/threonine-protein 166 VVHRDIKDENLLV 178
                                               79*********97 PP

>> Q54RJ4|reviewed|Probable  serine/threonine-protein kinase iksA|taxID:44689
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   20.0   2.9   6.6e-05   8.9e-05       1      13 []     393     405 ..     393     405 .. 0.97

  Alignments for each domain:
  == domain 1  score: 20.0 bits;  conditional E-value: 6.6e-05
                   PS00108   1 iiHRDlKPeNiLl 13 
                               iiHRD+KP NiL+
  Q54RJ4|reviewed|Probable 393 IIHRDIKPPNILI 405
                               9***********8 PP

>> O43293|reviewed|Death-associated  protein kinase 3|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   0.1   0.00016   0.00022       1      13 []     135     147 ..     135     147 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00016
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i H DlKPeNi+l
  O43293|reviewed|Death-associated 135 IAHFDLKPENIML 147
                                       89*********98 PP

>> O55092|reviewed|STE20-like  serine/threonine-protein kinase|taxID:10141
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.6   0.1   0.00018   0.00025       1      13 []     151     163 ..     151     163 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.6 bits;  conditional E-value: 0.00018
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 iiHRDlK  NiL+
  O55092|reviewed|STE20-like 151 IIHRDLKAGNILF 163
                                 9**********96 PP

>> P00539|reviewed|Proto-oncogene  serine/threonine-protein kinase mos|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.7   1.3   0.00018   0.00024       1      13 []     192     204 ..     192     204 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.7 bits;  conditional E-value: 0.00018
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     i+H DlKP+NiL+
  P00539|reviewed|Proto-oncogene 192 ILHLDLKPANILI 204
                                     89**********8 PP

>> P33279|reviewed|Eukaryotic  translation initiation factor 2-alpha kinase 1|taxID:9986
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.2   0.8   0.00012   0.00016       1      13 []     433     445 ..     433     445 .. 0.96

  Alignments for each domain:
  == domain 1  score: 19.2 bits;  conditional E-value: 0.00012
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 i+HRDlKP Ni+l
  P33279|reviewed|Eukaryotic 433 IVHRDLKPRNIFL 445
                                 9**********98 PP

>> Q61IS6|reviewed|Serine/threonine-protein  kinase spk-1|taxID:6238
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   0.4   0.00016   0.00022       1      13 []     624     636 ..     624     636 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00016
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiH D+KPeN+L+
  Q61IS6|reviewed|Serine/threonine-protein 624 IIHTDIKPENVLI 636
                                               9***********7 PP

>> O54988|reviewed|STE20-like  serine/threonine-protein kinase|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.6   0.1   0.00018   0.00025       1      13 []     151     163 ..     151     163 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.6 bits;  conditional E-value: 0.00018
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 iiHRDlK  NiL+
  O54988|reviewed|STE20-like 151 IIHRDLKAGNILF 163
                                 9**********96 PP

>> I1RNG8|reviewed|Serine/threonine-protein  kinase ATG1|taxID:229533
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.2   0.1   0.00012   0.00016       2      13 .]     164     175 ..     163     175 .. 0.94

  Alignments for each domain:
  == domain 1  score: 19.2 bits;  conditional E-value: 0.00012
                                   PS00108   2 iHRDlKPeNiLl 13 
                                               +HRD+KP+N+Ll
  I1RNG8|reviewed|Serine/threonine-protein 164 VHRDVKPQNLLL 175
                                               9**********8 PP

>> P34908|reviewed|Serine/threonine-protein  kinase B-raf|taxID:93934
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.7   1.0   0.00018   0.00024       1      13 []     612     624 ..     612     624 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.7 bits;  conditional E-value: 0.00018
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRDlK+ Ni+l
  P34908|reviewed|Serine/threonine-protein 612 IIHRDLKSNNIFL 624
                                               9**********98 PP

>> Q69JN6|reviewed|Brassinosteroid  LRR receptor kinase BRL1|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.9   0.1   0.00014   0.00019       1      13 []    1034    1046 ..    1034    1046 .. 0.97

  Alignments for each domain:
  == domain 1  score: 18.9 bits;  conditional E-value: 0.00014
                          PS00108    1 iiHRDlKPeNiLl 13  
                                       iiHRD+K++N+Ll
  Q69JN6|reviewed|Brassinosteroid 1034 IIHRDMKSSNVLL 1046
                                       9***********8 PP

>> C0LGT1|reviewed|Probable  LRR receptor-like serine/threonine-protein kinase At5g10290|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.7   0.1   0.00017   0.00023       1      13 []     413     425 ..     413     425 .. 0.97

  Alignments for each domain:
  == domain 1  score: 18.7 bits;  conditional E-value: 0.00017
                   PS00108   1 iiHRDlKPeNiLl 13 
                               iiHRD+K +N+Ll
  C0LGT1|reviewed|Probable 413 IIHRDVKAANVLL 425
                               9***********8 PP

>> A0A0P0VIP0|reviewed|L-type  lectin-domain containing receptor kinase S.7|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.9   0.1   0.00015    0.0002       1      13 []     510     522 ..     510     522 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.9 bits;  conditional E-value: 0.00015
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 iiHRD+K++N++l
  A0A0P0VIP0|reviewed|L-type 510 IIHRDVKSSNVML 522
                                 9**********98 PP

>> O54833|reviewed|Casein  kinase II subunit alpha'|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.7   0.8   0.00017   0.00023       1      13 []     153     165 ..     153     165 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.7 bits;  conditional E-value: 0.00017
                 PS00108   1 iiHRDlKPeNiLl 13 
                             i+HRD+KP N+++
  O54833|reviewed|Casein 153 IMHRDVKPHNVMI 165
                             89*********97 PP

>> Q3UIZ8|reviewed|Myosin  light chain kinase 3|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
